city_id;area;city;county (powiat);population;voivodeship
898;3,4 km²;Zagórów;powiat słupecki;2755;wielkopolskie
899;29,2 km²;Sulmierzyce;powiat krotoszyński;2744;wielkopolskie
900;5,7 km²;Książ Wielkopolski;powiat śremski;2557;wielkopolskie
901;10,2 km²;Czerniejewo;powiat gnieźnieński;2549;wielkopolskie
902;9,6 km²;Kłecko;powiat gnieźnieński;2527;wielkopolskie
903;4,8 km²;Wysoka;powiat pilski;2515;wielkopolskie
904;4,8 km²;Osieczna;powiat leszczyński;2448;wielkopolskie
905;6,3 km²;Borek Wielkopolski;powiat gostyński;2440;wielkopolskie
906;3,7 km²;Obrzycko;powiat szamotulski;2383;wielkopolskie
907;9,7 km²;Rychwał;powiat koniński;2366;wielkopolskie
908;-;Mieścisko;powiat wągrowiecki;2362;wielkopolskie
909;2,1 km²;Raszków;powiat ostrowski;2092;wielkopolskie
910;2,2 km²;Żerków;powiat jarociński;2086;wielkopolskie
911;4,4 km²;Pogorzela;powiat gostyński;2029;wielkopolskie
912;11,1 km²;Gostyń;powiat gostyński;19932;wielkopolskie
913;8,9 km²;Rawicz;powiat rawicki;19805;wielkopolskie
914;13,9 km²;Koło;powiat kolski;19555;wielkopolskie
915;11,1 km²;Szamotuły;powiat szamotulski;18342;wielkopolskie
916;11,6 km²;Złotów;powiat złotowski;18193;wielkopolskie
917;12,8 km²;Chodzież;powiat chodzieski;17489;wielkopolskie
918;14,1 km²;Oborniki;powiat obornicki;17305;wielkopolskie
919;13,4 km²;Pleszew;powiat pleszewski;16599;wielkopolskie
920;18,3 km²;Trzcianka;powiat czarnkowsko-trzcianecki;16496;wielkopolskie
921;18,2 km²;Grodzisk Wielkopolski;powiat grodziski;15140;wielkopolskie
922;13,5 km²;Mosina;powiat poznański;14460;wielkopolskie
923;5,2 km²;Nowy Tomyśl;powiat nowotomyski;13702;wielkopolskie
924;12,1 km²;Ostrzeszów;powiat ostrzeszowski;13687;wielkopolskie
925;7,8 km²;Kępno;powiat kępiński;13618;wielkopolskie
926;10,3 km²;Słupca;powiat słupecki;13025;wielkopolskie
927;4,8 km²;Wolsztyn;powiat wolsztyński;12012;wielkopolskie
928;11,2 km²;Rogoźno;powiat obornicki;10817;wielkopolskie
929;5,8 km²;Wronki;powiat szamotulski;10512;wielkopolskie
930;8,6 km²;Murowana Goślina;powiat poznański;10268;wielkopolskie
931;7 km²;Międzychód;powiat międzychodzki;10033;wielkopolskie
932;2,6 km²;Grabów nad Prosną;powiat ostrzeszowski;1901;wielkopolskie
933;1,6 km²;Jutrosin;powiat rawicki;1871;wielkopolskie
934;1,3 km²;Ostroróg;powiat szamotulski;1845;wielkopolskie
935;6 km²;Koźminek;powiat kaliski;1835;wielkopolskie
936;8,8 km²;Dąbie;powiat kolski;1716;wielkopolskie
937;2,5 km²;Mikstat;powiat ostrzeszowski;1696;wielkopolskie
938;1,2 km²;Wielichowo;powiat grodziski;1671;wielkopolskie
939;2,3 km²;Krzywiń;powiat kościański;1664;wielkopolskie
940;6,9 km²;Chocz;powiat pleszewski;1635;wielkopolskie
941;6,2 km²;Dolsk;powiat śremski;1571;wielkopolskie
942;3 km²;Przedecz;powiat kolski;1516;wielkopolskie
943;10,1 km²;Jaraczewo;powiat jarociński;1373;wielkopolskie
944;1 km²;Stawiszyn;powiat kaliski;1364;wielkopolskie
945;-;Rychtal;powiat kępiński;1347;wielkopolskie
946;1,8 km²;Dobra;powiat turecki;1341;wielkopolskie
947;2 km²;Miasteczko Krajeńskie;powiat pilski;1079;wielkopolskie
948;12,9 km²;Łobez;powiat łobeski;9534;zachodniopomorskie
949;10,3 km²;Trzebiatów;powiat gryficki;9388;zachodniopomorskie
950;10,7 km²;Kamień Pomorski;powiat kamieński;8330;zachodniopomorskie
951;13,5 km²;Chojna;powiat gryfiński;7339;zachodniopomorskie
952;7,2 km²;Połczyn-Zdrój;powiat świdwiński;7310;zachodniopomorskie
953;48,1 km²;Stargard;powiat stargardzki;66816;zachodniopomorskie
954;13,6 km²;Czaplinek;powiat drawski;6699;zachodniopomorskie
955;15,9 km²;Sianów;powiat koszaliński;6498;zachodniopomorskie
956;9,4 km²;Karlino;powiat białogardzki;5480;zachodniopomorskie
957;27,4 km²;Kołobrzeg;powiat kołobrzeski;43614;zachodniopomorskie
958;5,2 km²;Międzyzdroje;powiat kamieński;4928;zachodniopomorskie
959;18,2 km²;Borne Sulinowo;powiat szczecinecki;4896;zachodniopomorskie
960;14,5 km²;Wolin;powiat kamieński;4682;zachodniopomorskie
961;12 km²;Kalisz Pomorski;powiat drawski;4042;zachodniopomorskie
962;300,6 km²;Szczecin;powiat Szczecin;390278;zachodniopomorskie
963;202,1 km²;Świnoujście;powiat Świnoujście;39189;zachodniopomorskie
964;48,5 km²;Szczecinek;powiat szczecinecki;37701;zachodniopomorskie
965;4,5 km²;Resko;powiat łobeski;3908;zachodniopomorskie
966;7 km²;Lipiany;powiat pyrzycki;3810;zachodniopomorskie
967;4,8 km²;Bobolice;powiat koszaliński;3757;zachodniopomorskie
968;4,1 km²;Płoty;powiat gryficki;3713;zachodniopomorskie
969;7,5 km²;Barwice;powiat szczecinecki;3472;zachodniopomorskie
970;5,3 km²;Mieszkowice;powiat gryfiński;3357;zachodniopomorskie
971;5,5 km²;Maszewo;powiat goleniowski;3307;zachodniopomorskie
972;37,3 km²;Police;powiat policki;29827;zachodniopomorskie
973;38,2 km²;Wałcz;powiat wałecki;23691;zachodniopomorskie
974;25,7 km²;Białogard;powiat białogardzki;22561;zachodniopomorskie
975;11,8 km²;Goleniów;powiat goleniowski;21605;zachodniopomorskie
976;2,4 km²;Mirosławiec;powiat wałecki;2999;zachodniopomorskie
977;3,7 km²;Chociwel;powiat stargardzki;2991;zachodniopomorskie
978;7,4 km²;Polanów;powiat koszaliński;2824;zachodniopomorskie
979;33,6 km²;Mielno;powiat koszaliński;2753;zachodniopomorskie
980;5,7 km²;Gościno;powiat kołobrzeski;2701;zachodniopomorskie
981;12,4 km²;Recz;powiat choszczeński;2647;zachodniopomorskie
982;6,9 km²;Węgorzyno;powiat łobeski;2632;zachodniopomorskie
983;7,4 km²;Golczewo;powiat kamieński;2502;zachodniopomorskie
984;3,4 km²;Stepnica;powiat goleniowski;2486;zachodniopomorskie
985;13,1 km²;Pełczyce;powiat choszczeński;2414;zachodniopomorskie
986;3,9 km²;Tychowo;powiat białogardzki;2354;zachodniopomorskie
987;6,5 km²;Dziwnów;powiat kamieński;2320;zachodniopomorskie
988;5,3 km²;Dobrzany;powiat stargardzki;2183;zachodniopomorskie
989;5 km²;Drawno;powiat choszczeński;2166;zachodniopomorskie
990;6,3 km²;Człopa;powiat wałecki;2163;zachodniopomorskie
991;2,3 km²;Trzcińsko-Zdrój;powiat gryfiński;2125;zachodniopomorskie
992;12,8 km²;Biały Bór;powiat szczecinecki;2089;zachodniopomorskie
993;2,4 km²;Dobra;powiat łobeski;2025;zachodniopomorskie
994;11,8 km²;Gryfino;powiat gryfiński;19845;zachodniopomorskie
995;12,6 km²;Nowogard;powiat goleniowski;15748;zachodniopomorskie
996;12,4 km²;Gryfice;powiat gryficki;15472;zachodniopomorskie
997;22,4 km²;Świdwin;powiat świdwiński;14605;zachodniopomorskie
998;9,6 km²;Choszczno;powiat choszczeński;13986;zachodniopomorskie
999;17,6 km²;Barlinek;powiat myśliborski;13049;zachodniopomorskie
1000;19,5 km²;Dębno;powiat myśliborski;12947;zachodniopomorskie
1001;20,2 km²;Darłowo;powiat sławieński;12643;zachodniopomorskie
1002;32,3 km²;Złocieniec;powiat drawski;12106;zachodniopomorskie
1003;38,8 km²;Pyrzyce;powiat pyrzycki;11873;zachodniopomorskie
1004;15,8 km²;Sławno;powiat sławieński;11839;zachodniopomorskie
1005;22,3 km²;Drawsko Pomorskie;powiat drawski;11248;zachodniopomorskie
1006;105,6 km²;Koszalin;powiat Koszalin;105905;zachodniopomorskie
1007;15 km²;Myślibórz;powiat myśliborski;10358;zachodniopomorskie
1008;9,2 km²;Tuczno;powiat wałecki;1788;zachodniopomorskie
1009;7,5 km²;Ińsko;powiat stargardzki;1781;zachodniopomorskie
1010;5,5 km²;Moryń;powiat gryfiński;1623;zachodniopomorskie
1011;2,6 km²;Cedynia;powiat gryfiński;1473;zachodniopomorskie
1012;3,6 km²;Suchań;powiat stargardzki;1401;zachodniopomorskie
1013;24,5 km²;Nowe Warpno;powiat policki;1064;zachodniopomorskie
